142.06;140.29;457.37;495.77;127.06;140.06;350.36;160.8;147.15;143.46;123.12;103.51;126.43;385.23;139.77;142.59;154.13;126.26;150.62;140.53;251.86;430.56;136.25;165.73;109.44;104.81;140.75;141.95;145.86;384.91;468.99;95.26;88.32;95.93;93.51;71.16;77.07;72.62;69.2;155.58;67.25;156.38;65.59;91.32;71.35;86.47;73.43;76.08;88.81;176.65;61.9;155.95;62.65;160.74;64.85;155.71;188.08;120.12;93.43;97.82;74.13;165.89;59.45;97.91;64.56;181.18;71.86;186.53;61.18;76.61;77.26;74.18;206.4;211.29;67.71;78.91;85.98;70.73;69.86;76.57;81.46;80.69;75.56;68.9;78.21;184.79;63.21;74.61;83.06;69.93;68.97;0;0;72.1;171.4;93.25;70.86;0;0;0;0;0;0
142.06;140.29;457.37;495.77;127.06;140.06;350.36;160.8;147.15;143.46;123.12;103.51;126.43;385.23;139.77;142.59;154.13;126.26;150.62;140.53;251.86;430.56;136.25;165.73;109.44;104.81;140.75;141.95;145.86;384.91;468.99;95.26;88.32;95.93;93.51;71.16;77.07;72.62;69.2;155.58;67.25;156.38;65.59;91.32;71.35;86.47;73.43;76.08;88.81;176.65;61.9;155.95;62.65;160.74;64.85;155.71;188.08;120.12;93.43;97.82;74.13;165.89;59.45;97.91;64.56;181.18;71.86;186.53;61.18;76.61;77.26;74.18;206.4;211.29;67.71;78.91;85.98;70.73;69.86;76.57;81.46;80.69;75.56;68.9;78.21;184.79;63.21;74.61;83.06;69.93;68.97;0;0;72.1;171.4;93.25;70.86;0;0;0;0;0;0
142.06;140.29;457.37;495.77;127.06;140.06;350.36;160.8;147.15;143.46;123.12;103.51;126.43;385.23;139.77;142.59;154.13;126.26;150.62;140.53;251.86;430.56;136.25;165.73;109.44;104.81;140.75;141.95;145.86;384.91;468.99;95.26;88.32;95.93;93.51;71.16;77.07;72.62;69.2;155.58;67.25;156.38;65.59;91.32;71.35;86.47;73.43;76.08;88.81;176.65;61.9;155.95;62.65;160.74;64.85;155.71;188.08;120.12;93.43;97.82;74.13;165.89;59.45;97.91;64.56;181.18;71.86;186.53;61.18;76.61;77.26;74.18;206.4;211.29;67.71;78.91;85.98;70.73;69.86;76.57;81.46;80.69;75.56;68.9;78.21;184.79;63.21;74.61;83.06;69.93;68.97;0;0;72.1;171.4;93.25;70.86;0;0;0;0;0;0
142.06;140.29;457.37;495.77;127.06;140.06;350.36;160.8;147.15;143.46;123.12;103.51;126.43;385.23;139.77;142.59;154.13;126.26;150.62;140.53;251.86;430.56;136.25;165.73;109.44;104.81;140.75;141.95;145.86;384.91;468.99;95.26;88.32;95.93;93.51;71.16;77.07;72.62;69.2;155.58;67.25;156.38;65.59;91.32;71.35;86.47;73.43;76.08;88.81;176.65;61.9;155.95;62.65;160.74;64.85;155.71;188.08;120.12;93.43;97.82;74.13;165.89;59.45;97.91;64.56;181.18;71.86;186.53;61.18;76.61;77.26;74.18;206.4;211.29;67.71;78.91;85.98;70.73;69.86;76.57;81.46;80.69;75.56;68.9;78.21;184.79;63.21;74.61;83.06;69.93;68.97;0;0;72.1;171.4;93.25;70.86;0;0;0;0;0;0
142.06;140.29;457.37;495.77;127.06;140.06;350.36;160.8;147.15;143.46;123.12;103.51;126.43;385.23;139.77;142.59;154.13;126.26;150.62;140.53;251.86;430.56;136.25;165.73;109.44;104.81;140.75;141.95;145.86;384.91;468.99;95.26;88.32;95.93;93.51;71.16;77.07;72.62;69.2;155.58;67.25;156.38;65.59;91.32;71.35;86.47;73.43;76.08;88.81;176.65;61.9;155.95;62.65;160.74;64.85;155.71;188.08;120.12;93.43;97.82;74.13;165.89;59.45;97.91;64.56;181.18;71.86;186.53;61.18;76.61;77.26;74.18;206.4;211.29;67.71;78.91;85.98;70.73;69.86;76.57;81.46;80.69;75.56;68.9;78.21;184.79;63.21;74.61;83.06;69.93;68.97;0;0;72.1;171.4;93.25;70.86;0;0;0;0;0;0
142.06;140.29;457.37;495.77;127.06;140.06;350.36;160.8;147.15;143.46;123.12;103.51;126.43;385.23;139.77;142.59;154.13;126.26;150.62;140.53;251.86;430.56;136.25;165.73;109.44;104.81;140.75;141.95;145.86;384.91;468.99;95.26;88.32;95.93;93.51;71.16;77.07;72.62;69.2;155.58;67.25;156.38;65.59;91.32;71.35;86.47;73.43;76.08;88.81;176.65;61.9;155.95;62.65;160.74;64.85;155.71;188.08;120.12;93.43;97.82;74.13;165.89;59.45;97.91;64.56;181.18;71.86;186.53;61.18;76.61;77.26;74.18;206.4;211.29;67.71;78.91;85.98;70.73;69.86;76.57;81.46;80.69;75.56;68.9;78.21;184.79;63.21;74.61;83.06;69.93;68.97;0;0;72.1;171.4;93.25;70.86;0;0;0;0;0;0
142.06;140.29;457.37;495.77;127.06;140.06;350.36;160.8;147.15;143.46;123.12;103.51;126.43;385.23;139.77;142.59;154.13;126.26;150.62;140.53;251.86;430.56;136.25;165.73;109.44;104.81;140.75;141.95;145.86;384.91;468.99;95.26;88.32;95.93;93.51;71.16;77.07;72.62;69.2;155.58;67.25;156.38;65.59;91.32;71.35;86.47;73.43;76.08;88.81;176.65;61.9;155.95;62.65;160.74;64.85;155.71;188.08;120.12;93.43;97.82;74.13;165.89;59.45;97.91;64.56;181.18;71.86;186.53;61.18;76.61;77.26;74.18;206.4;211.29;67.71;78.91;85.98;70.73;69.86;76.57;81.46;80.69;75.56;68.9;78.21;184.79;63.21;74.61;83.06;69.93;68.97;0;0;72.1;171.4;93.25;70.86;0;0;0;0;0;0
142.06;140.29;457.37;495.77;127.06;140.06;350.36;160.8;147.15;143.46;123.12;103.51;126.43;385.23;139.77;142.59;154.13;126.26;150.62;140.53;251.86;430.56;136.25;165.73;109.44;104.81;140.75;141.95;145.86;384.91;468.99;95.26;88.32;95.93;93.51;71.16;77.07;72.62;69.2;155.58;67.25;156.38;65.59;91.32;71.35;86.47;73.43;76.08;88.81;176.65;61.9;155.95;62.65;160.74;64.85;155.71;188.08;120.12;93.43;97.82;74.13;165.89;59.45;97.91;64.56;181.18;71.86;186.53;61.18;76.61;77.26;74.18;206.4;211.29;67.71;78.91;85.98;70.73;69.86;76.57;81.46;80.69;75.56;68.9;78.21;184.79;63.21;74.61;83.06;69.93;68.97;0;0;72.1;171.4;93.25;70.86;0;0;0;0;0;0
142.06;140.29;457.37;495.77;127.06;140.06;350.36;160.8;147.15;143.46;123.12;103.51;126.43;385.23;139.77;142.59;154.13;126.26;150.62;140.53;251.86;430.56;136.25;165.73;109.44;104.81;140.75;141.95;145.86;384.91;468.99;95.26;88.32;95.93;93.51;71.16;77.07;72.62;69.2;155.58;67.25;156.38;65.59;91.32;71.35;86.47;73.43;76.08;88.81;176.65;61.9;155.95;62.65;160.74;64.85;155.71;188.08;120.12;93.43;97.82;74.13;165.89;59.45;97.91;64.56;181.18;71.86;186.53;61.18;76.61;77.26;74.18;206.4;211.29;67.71;78.91;85.98;70.73;69.86;76.57;81.46;80.69;75.56;68.9;78.21;184.79;63.21;74.61;83.06;69.93;68.97;0;0;72.1;171.4;93.25;70.86;0;0;0;0;0;0
142.06;140.29;457.37;495.77;127.06;140.06;350.36;160.8;147.15;143.46;123.12;103.51;126.43;385.23;139.77;142.59;154.13;126.26;150.62;140.53;251.86;430.56;136.25;165.73;109.44;104.81;140.75;141.95;145.86;384.91;468.99;95.26;88.32;95.93;93.51;71.16;77.07;72.62;69.2;155.58;67.25;156.38;65.59;91.32;71.35;86.47;73.43;76.08;88.81;176.65;61.9;155.95;62.65;160.74;64.85;155.71;188.08;120.12;93.43;97.82;74.13;165.89;59.45;97.91;64.56;181.18;71.86;186.53;61.18;76.61;77.26;74.18;206.4;211.29;67.71;78.91;85.98;70.73;69.86;76.57;81.46;80.69;75.56;68.9;78.21;184.79;63.21;74.61;83.06;69.93;68.97;0;0;72.1;171.4;93.25;70.86;0;0;0;0;0;0
142.06;140.29;457.37;495.77;127.06;140.06;350.36;160.8;147.15;143.46;123.12;103.51;126.43;385.23;139.77;142.59;154.13;126.26;150.62;140.53;251.86;430.56;136.25;165.73;109.44;104.81;140.75;141.95;145.86;384.91;468.99;95.26;88.32;95.93;93.51;71.16;77.07;72.62;69.2;155.58;67.25;156.38;65.59;91.32;71.35;86.47;73.43;76.08;88.81;176.65;61.9;155.95;62.65;160.74;64.85;155.71;188.08;120.12;93.43;97.82;74.13;165.89;59.45;97.91;64.56;181.18;71.86;186.53;61.18;76.61;77.26;74.18;206.4;211.29;67.71;78.91;85.98;70.73;69.86;76.57;81.46;80.69;75.56;68.9;78.21;184.79;63.21;74.61;83.06;69.93;68.97;0;0;72.1;171.4;93.25;70.86;0;0;0;0;0;0
142.06;140.29;457.37;495.77;127.06;140.06;350.36;160.8;147.15;143.46;123.12;103.51;126.43;385.23;139.77;142.59;154.13;126.26;150.62;140.53;251.86;430.56;136.25;165.73;109.44;104.81;140.75;141.95;145.86;384.91;468.99;95.26;88.32;95.93;93.51;71.16;77.07;72.62;69.2;155.58;67.25;156.38;65.59;91.32;71.35;86.47;73.43;76.08;88.81;176.65;61.9;155.95;62.65;160.74;64.85;155.71;188.08;120.12;93.43;97.82;74.13;165.89;59.45;97.91;64.56;181.18;71.86;186.53;61.18;76.61;77.26;74.18;206.4;211.29;67.71;78.91;85.98;70.73;69.86;76.57;81.46;80.69;75.56;68.9;78.21;184.79;63.21;74.61;83.06;69.93;68.97;0;0;72.1;171.4;93.25;70.86;0;0;0;0;0;0
142.06;140.29;457.37;495.77;127.06;140.06;350.36;160.8;147.15;143.46;123.12;103.51;126.43;385.23;139.77;142.59;154.13;126.26;150.62;140.53;251.86;430.56;136.25;165.73;109.44;104.81;140.75;141.95;145.86;384.91;468.99;95.26;88.32;95.93;93.51;71.16;77.07;72.62;69.2;155.58;67.25;156.38;65.59;91.32;71.35;86.47;73.43;76.08;88.81;176.65;61.9;155.95;62.65;160.74;64.85;155.71;188.08;120.12;93.43;97.82;74.13;165.89;59.45;97.91;64.56;181.18;71.86;186.53;61.18;76.61;77.26;74.18;206.4;211.29;67.71;78.91;85.98;70.73;69.86;76.57;81.46;80.69;75.56;68.9;78.21;184.79;63.21;74.61;83.06;69.93;68.97;0;0;72.1;171.4;93.25;70.86;0;0;0;0;0;0
142.06;140.29;457.37;495.77;127.06;140.06;350.36;160.8;147.15;143.46;123.12;103.51;126.43;385.23;139.77;142.59;154.13;126.26;150.62;140.53;251.86;430.56;136.25;165.73;109.44;104.81;140.75;141.95;145.86;384.91;468.99;95.26;88.32;95.93;93.51;71.16;77.07;72.62;69.2;155.58;67.25;156.38;65.59;91.32;71.35;86.47;73.43;76.08;88.81;176.65;61.9;155.95;62.65;160.74;64.85;155.71;188.08;120.12;93.43;97.82;74.13;165.89;59.45;97.91;64.56;181.18;71.86;186.53;61.18;76.61;77.26;74.18;206.4;211.29;67.71;78.91;85.98;70.73;69.86;76.57;81.46;80.69;75.56;68.9;78.21;184.79;63.21;74.61;83.06;69.93;68.97;0;0;72.1;171.4;93.25;70.86;0;0;0;0;0;0
142.06;140.29;457.37;495.77;127.06;140.06;350.36;160.8;147.15;143.46;123.12;103.51;126.43;385.23;139.77;142.59;154.13;126.26;150.62;140.53;251.86;430.56;136.25;165.73;109.44;104.81;140.75;141.95;145.86;384.91;468.99;95.26;88.32;95.93;93.51;71.16;77.07;72.62;69.2;155.58;67.25;156.38;65.59;91.32;71.35;86.47;73.43;76.08;88.81;176.65;61.9;155.95;62.65;160.74;64.85;155.71;188.08;120.12;93.43;97.82;74.13;165.89;59.45;97.91;64.56;181.18;71.86;186.53;61.18;76.61;77.26;74.18;206.4;211.29;67.71;78.91;85.98;70.73;69.86;76.57;81.46;80.69;75.56;68.9;78.21;184.79;63.21;74.61;83.06;69.93;68.97;0;0;72.1;171.4;93.25;70.86;0;0;0;0;0;0
142.06;140.29;457.37;495.77;127.06;140.06;350.36;160.8;147.15;143.46;123.12;103.51;126.43;385.23;139.77;142.59;154.13;126.26;150.62;140.53;251.86;430.56;136.25;165.73;109.44;104.81;140.75;141.95;145.86;384.91;468.99;95.26;88.32;95.93;93.51;71.16;77.07;72.62;69.2;155.58;67.25;156.38;65.59;91.32;71.35;86.47;73.43;76.08;88.81;176.65;61.9;155.95;62.65;160.74;64.85;155.71;188.08;120.12;93.43;97.82;74.13;165.89;59.45;97.91;64.56;181.18;71.86;186.53;61.18;76.61;77.26;74.18;206.4;211.29;67.71;78.91;85.98;70.73;69.86;76.57;81.46;80.69;75.56;68.9;78.21;184.79;63.21;74.61;83.06;69.93;68.97;0;0;72.1;171.4;93.25;70.86;0;0;0;0;0;0
142.06;140.29;457.37;495.77;127.06;140.06;350.36;160.8;147.15;143.46;123.12;103.51;126.43;385.23;139.77;142.59;154.13;126.26;150.62;140.53;251.86;430.56;136.25;165.73;109.44;104.81;140.75;141.95;145.86;384.91;468.99;95.26;88.32;95.93;93.51;71.16;77.07;72.62;69.2;155.58;67.25;156.38;65.59;91.32;71.35;86.47;73.43;76.08;88.81;176.65;61.9;155.95;62.65;160.74;64.85;155.71;188.08;120.12;93.43;97.82;74.13;165.89;59.45;97.91;64.56;181.18;71.86;186.53;61.18;76.61;77.26;74.18;206.4;211.29;67.71;78.91;85.98;70.73;69.86;76.57;81.46;80.69;75.56;68.9;78.21;184.79;63.21;74.61;83.06;69.93;68.97;0;0;72.1;171.4;93.25;70.86;0;0;0;0;0;0
142.06;140.29;457.37;495.77;127.06;140.06;350.36;160.8;147.15;143.46;123.12;103.51;126.43;385.23;139.77;142.59;154.13;126.26;150.62;140.53;251.86;430.56;136.25;165.73;109.44;104.81;140.75;141.95;145.86;384.91;468.99;95.26;88.32;95.93;93.51;71.16;77.07;72.62;69.2;155.58;67.25;156.38;65.59;91.32;71.35;86.47;73.43;76.08;88.81;176.65;61.9;155.95;62.65;160.74;64.85;155.71;188.08;120.12;93.43;97.82;74.13;165.89;59.45;97.91;64.56;181.18;71.86;186.53;61.18;76.61;77.26;74.18;206.4;211.29;67.71;78.91;85.98;70.73;69.86;76.57;81.46;80.69;75.56;68.9;78.21;184.79;63.21;74.61;83.06;69.93;68.97;0;0;72.1;171.4;93.25;70.86;0;0;0;0;0;0
142.06;140.29;457.37;495.77;127.06;140.06;350.36;160.8;147.15;143.46;123.12;103.51;126.43;385.23;139.77;142.59;154.13;126.26;150.62;140.53;251.86;430.56;136.25;165.73;109.44;104.81;140.75;141.95;145.86;384.91;468.99;95.26;88.32;95.93;93.51;71.16;77.07;72.62;69.2;155.58;67.25;156.38;65.59;91.32;71.35;86.47;73.43;76.08;88.81;176.65;61.9;155.95;62.65;160.74;64.85;155.71;188.08;120.12;93.43;97.82;74.13;165.89;59.45;97.91;64.56;181.18;71.86;186.53;61.18;76.61;77.26;74.18;206.4;211.29;67.71;78.91;85.98;70.73;69.86;76.57;81.46;80.69;75.56;68.9;78.21;184.79;63.21;74.61;83.06;69.93;68.97;0;0;72.1;171.4;93.25;70.86;0;0;0;0;0;0
142.06;140.29;457.37;495.77;127.06;140.06;350.36;160.8;147.15;143.46;123.12;103.51;126.43;385.23;139.77;142.59;154.13;126.26;150.62;140.53;251.86;430.56;136.25;165.73;109.44;104.81;140.75;141.95;145.86;384.91;468.99;95.26;88.32;95.93;93.51;71.16;77.07;72.62;69.2;155.58;67.25;156.38;65.59;91.32;71.35;86.47;73.43;76.08;88.81;176.65;61.9;155.95;62.65;160.74;64.85;155.71;188.08;120.12;93.43;97.82;74.13;165.89;59.45;97.91;64.56;181.18;71.86;186.53;61.18;76.61;77.26;74.18;206.4;211.29;67.71;78.91;85.98;70.73;69.86;76.57;81.46;80.69;75.56;68.9;78.21;184.79;63.21;74.61;83.06;69.93;68.97;0;0;72.1;171.4;93.25;70.86;0;0;0;0;0;0
142.06;140.29;457.37;495.77;127.06;140.06;350.36;160.8;147.15;143.46;123.12;103.51;126.43;385.23;139.77;142.59;154.13;126.26;150.62;140.53;251.86;430.56;136.25;165.73;109.44;104.81;140.75;141.95;145.86;384.91;468.99;95.26;88.32;95.93;93.51;71.16;77.07;72.62;69.2;155.58;67.25;156.38;65.59;91.32;71.35;86.47;73.43;76.08;88.81;176.65;61.9;155.95;62.65;160.74;64.85;155.71;188.08;120.12;93.43;97.82;74.13;165.89;59.45;97.91;64.56;181.18;71.86;186.53;61.18;76.61;77.26;74.18;206.4;211.29;67.71;78.91;85.98;70.73;69.86;76.57;81.46;80.69;75.56;68.9;78.21;184.79;63.21;74.61;83.06;69.93;68.97;0;0;72.1;171.4;93.25;70.86;0;0;0;0;0;0
